Date,Benchmark
2018-01-02,6061.2998046875
2018-01-03,6070.39990234375
2018-01-04,6077.10009765625
2018-01-05,6122.2998046875
2018-01-08,6130.39990234375
2018-01-09,6135.7998046875
2018-01-10,6096.7001953125
2018-01-11,6067.60009765625
2018-01-12,6070.10009765625
2018-01-15,6077.10009765625
2018-01-16,6048.60009765625
2018-01-17,6015.7998046875
2018-01-18,6014.60009765625
2018-01-19,6005.7998046875
2018-01-22,5991.89990234375
2018-01-23,6037.0
2018-01-24,6054.7001953125
2018-01-25,6050.0
2018-01-29,6075.39990234375
2018-01-30,6022.7998046875
2018-01-31,6037.7001953125
2018-02-01,6090.10009765625
2018-02-02,6121.39990234375
2018-02-05,6026.2001953125
2018-02-06,5833.2998046875
2018-02-07,5876.7998046875
2018-02-08,5890.7001953125
2018-02-09,5838.0
2018-02-12,5820.7001953125
2018-02-13,5855.89990234375
2018-02-14,5841.2001953125
2018-02-15,5909.0
2018-02-16,5904.0
2018-02-19,5941.60009765625
2018-02-20,5940.89990234375
2018-02-21,5943.7001953125
2018-02-22,5950.89990234375
2018-02-23,5999.7998046875
2018-02-26,6042.2001953125
2018-02-27,6056.89990234375
2018-02-28,6016.0
2018-03-01,5973.2998046875
2018-03-02,5928.89990234375
2018-03-05,5959.5
2018-03-06,5962.39990234375
2018-03-07,5902.0
2018-03-08,5942.89990234375
2018-03-09,5963.2001953125
2018-03-12,5996.10009765625
2018-03-13,5974.7001953125
2018-03-14,5935.2998046875
2018-03-15,5920.7998046875
2018-03-16,5949.39990234375
2018-03-19,5959.39990234375
2018-03-20,5936.39990234375
2018-03-21,5950.2998046875
2018-03-22,5937.2001953125
2018-03-23,5820.7001953125
2018-03-26,5790.5
2018-03-27,5832.2998046875
2018-03-28,5789.5
2018-03-29,5759.39990234375
2018-04-03,5751.89990234375
2018-04-04,5761.39990234375
2018-04-05,5788.7998046875
2018-04-06,5788.7001953125
2018-04-09,5808.7001953125
2018-04-10,5857.0
2018-04-11,5828.7001953125
2018-04-12,5815.5
2018-04-13,5829.10009765625
2018-04-16,5841.2998046875
2018-04-17,5841.5
2018-04-18,5861.39990234375
2018-04-19,5881.0
2018-04-20,5868.7998046875
2018-04-23,5886.0
2018-04-24,5921.60009765625
2018-04-26,5910.7998046875
2018-04-27,5953.60009765625
2018-04-30,5982.7001953125
2018-05-01,6015.2001953125
2018-05-02,6050.2001953125
2018-05-03,6098.2998046875
2018-05-04,6062.89990234375
2018-05-07,6084.5
2018-05-08,6091.89990234375
2018-05-09,6108.0
2018-05-10,6118.7001953125
2018-05-11,6116.2001953125
2018-05-14,6135.2998046875
2018-05-15,6097.7998046875
2018-05-16,6107.0
2018-05-17,6094.2998046875
2018-05-18,6087.39990234375
2018-05-21,6084.5
2018-05-22,6041.89990234375
2018-05-23,6032.5
2018-05-24,6037.10009765625
2018-05-25,6032.7998046875
2018-05-28,6004.0
2018-05-29,6013.60009765625
2018-05-30,5984.7001953125
2018-05-31,6011.89990234375
2018-06-01,5990.39990234375
2018-06-04,6025.5
2018-06-05,5994.89990234375
2018-06-06,6025.10009765625
2018-06-07,6057.2998046875
2018-06-08,6045.2001953125
2018-06-12,6054.39990234375
2018-06-13,6023.5
2018-06-14,6016.60009765625
2018-06-15,6094.0
2018-06-18,6104.10009765625
2018-06-19,6102.10009765625
2018-06-20,6172.60009765625
2018-06-21,6232.10009765625
2018-06-22,6225.2001953125
2018-06-25,6210.39990234375
2018-06-26,6197.60009765625
2018-06-27,6195.89990234375
2018-06-28,6215.39990234375
2018-06-29,6194.60009765625
2018-07-02,6177.7998046875
2018-07-03,6210.2001953125
2018-07-04,6183.39990234375
2018-07-05,6215.5
2018-07-06,6272.2998046875
2018-07-09,6286.0
2018-07-10,6258.10009765625
2018-07-11,6215.60009765625
2018-07-12,6268.2998046875
2018-07-13,6268.39990234375
2018-07-16,6241.5
2018-07-17,6203.60009765625
2018-07-18,6245.10009765625
2018-07-19,6262.7001953125
2018-07-20,6285.89990234375
